index;customer_answer;pv_pai;Flag Atraso Cliente5_soma;[FLAG] Pratica_indevida_soma;[FLAG] Sac_pos_entrega_soma;[FLAG] Reversa_soma;[FLAG] Recompra_soma;[FLAG] Insucesso_soma;[FLAG] Mais de uma entrega_soma;2;1
115;10;28302043;0;0;0;0;0;0;0;FALSO;0
116;10;28189644;0;0;0;0;0;0;1;FALSO;0
117;10;27668571;0;0;0;0;0;0;0;FALSO;0
118;10;28125843;0;0;0;0;0;0;2;FALSO;0
119;10;27672782;0;0;0;0;0;0;1;FALSO;0
120;10;28131507;0;0;0;0;0;0;0;FALSO;0
121;10;28080499;0;0;0;0;0;0;0;FALSO;0
122;10;27906714;0;0;0;0;0;0;1;FALSO;0
123;10;28293964;0;0;0;0;0;0;0;FALSO;0
124;10;27971869;0;0;0;0;0;0;0;FALSO;0
125;10;28181633;0;0;0;0;0;0;0;FALSO;0
126;10;28257551;0;0;0;0;0;0;0;FALSO;0
127;10;28143531;0;0;0;0;0;0;2;FALSO;0
128;10;27962955;0;0;0;0;0;0;0;FALSO;0
129;10;28302176;0;0;0;0;0;0;0;FALSO;0
130;10;28298909;0;0;0;0;0;0;0;FALSO;0
131;10;28051565;0;0;0;0;0;0;2;FALSO;0
132;10;28165461;0;0;0;0;0;0;0;FALSO;0
133;10;27738418;0;0;0;0;0;0;0;FALSO;0
134;10;28033409;0;0;0;0;0;0;0;FALSO;0
135;10;27916454;0;0;0;0;0;0;0;FALSO;0
136;10;28197044;0;0;0;0;0;0;0;FALSO;0
137;10;27786078;0;0;0;0;0;0;0;FALSO;0
138;10;27966495;0;0;0;0;0;0;0;FALSO;0
139;10;27844163;0;0;0;0;0;0;0;FALSO;0
140;10;28419463;0;0;0;0;0;0;0;FALSO;0
141;10;28093444;0;0;0;0;0;0;0;FALSO;0
142;10;28246448;0;0;0;0;0;0;0;FALSO;0
143;10;28180151;0;0;0;0;0;0;0;FALSO;0
144;10;27986254;0;0;0;0;0;0;0;FALSO;0
145;10;28118108;0;0;0;0;0;0;2;FALSO;0
146;10;28277325;0;0;0;0;0;0;0;FALSO;0
147;10;28093476;0;0;0;0;0;0;0;FALSO;0
148;10;28065243;0;0;0;0;0;0;0;FALSO;0
149;10;28109278;0;0;0;0;0;0;2;FALSO;0
150;10;28229647;0;0;0;0;0;0;0;FALSO;0
151;10;28154017;0;0;0;0;0;0;1;FALSO;0
152;10;28187209;0;0;0;0;0;0;0;FALSO;0
153;10;28214897;0;0;0;0;0;0;0;FALSO;0
154;10;28335415;0;0;0;0;0;0;0;FALSO;0
155;10;28093428;0;0;0;0;0;0;2;FALSO;0
156;10;28353066;0;0;0;0;0;0;0;FALSO;0
157;10;27760717;0;0;0;0;0;0;0;FALSO;0
158;10;28194349;0;0;0;0;0;0;0;FALSO;0
159;10;28262454;0;0;0;0;0;0;0;FALSO;0
160;10;28194071;0;0;0;0;0;0;1;FALSO;0
161;10;28435081;0;0;0;0;0;0;2;FALSO;0
162;10;27935885;0;0;0;0;0;0;0;FALSO;0
163;10;28301961;0;0;0;0;0;0;1;FALSO;0
164;10;28031877;0;0;0;0;0;0;0;FALSO;0
165;10;28272277;0;0;0;0;0;0;0;FALSO;0
166;10;27849205;0;0;0;0;0;0;0;FALSO;0
167;10;28078226;0;0;0;0;0;0;1;FALSO;0
168;10;28182102;0;0;0;0;0;0;0;FALSO;0
169;10;28338975;0;0;0;0;0;0;1;FALSO;0
170;10;27934655;0;0;0;0;0;0;2;FALSO;0
171;10;28051647;0;0;0;0;0;0;0;FALSO;0
172;10;28029568;0;0;0;0;0;0;0;FALSO;0
173;10;28079988;0;0;0;0;0;0;0;FALSO;0
174;10;28294002;0;0;0;0;0;0;2;FALSO;0
175;10;28255256;0;0;0;0;0;0;0;FALSO;0
176;10;27927091;0;0;0;0;0;0;0;FALSO;0
177;10;28166744;0;0;0;0;0;0;2;FALSO;0
178;10;28127175;0;0;0;0;0;0;0;FALSO;0
179;10;28217087;0;0;0;0;0;0;1;FALSO;0
180;10;28136807;0;0;0;0;0;0;0;FALSO;0
181;10;27982499;0;0;0;0;0;0;0;FALSO;0
182;10;28298266;0;0;0;0;0;0;0;FALSO;0
183;10;28176698;0;0;0;0;0;0;0;FALSO;0
184;10;28039322;0;0;0;0;0;0;0;FALSO;0
185;10;28061373;0;0;0;0;0;0;1;FALSO;0
186;10;28327887;0;0;0;0;0;0;0;FALSO;0
187;10;27108106;0;0;0;0;0;0;6;FALSO;0
188;10;28133431;0;0;0;0;0;0;0;FALSO;0
189;10;28039668;0;0;0;0;0;0;0;FALSO;0
190;10;27489052;0;0;0;0;0;0;2;FALSO;0
191;10;27938953;0;0;0;0;0;0;0;FALSO;0
192;10;28067708;0;0;0;0;0;0;0;FALSO;0
193;10;27952492;0;0;0;0;0;0;0;FALSO;0
194;10;28078672;0;0;0;0;0;0;0;FALSO;0
195;10;28090660;0;0;0;0;0;0;0;FALSO;0
196;10;28016335;0;0;0;0;0;0;0;FALSO;0
197;10;27901859;0;0;0;0;0;0;0;FALSO;0
198;10;28074006;0;0;0;0;0;0;0;FALSO;0
199;10;27917144;0;0;0;0;0;0;2;FALSO;0
200;10;27970437;0;0;0;0;0;0;0;FALSO;0
201;10;28027642;0;0;0;0;0;0;0;FALSO;0
202;10;28117742;0;0;0;0;0;0;0;FALSO;0
203;10;27514321;0;0;0;0;0;0;0;FALSO;0
204;10;28019284;0;0;0;0;0;0;4;FALSO;0
205;10;28083154;0;0;0;0;0;0;0;FALSO;0
206;10;28104171;0;0;0;0;0;0;0;FALSO;0
207;10;27963151;0;0;0;0;0;0;0;FALSO;0
208;10;28257073;0;0;0;0;0;0;0;FALSO;0
209;10;27885372;0;0;0;0;0;0;0;FALSO;0
210;10;28030242;0;0;0;0;0;0;0;FALSO;0
211;10;28245248;0;0;0;0;0;0;1;FALSO;0
212;10;28269335;0;0;0;0;0;0;0;FALSO;0
213;10;27172190;0;0;0;0;0;0;0;FALSO;0
214;10;28051955;0;0;0;0;0;0;1;FALSO;0
215;10;28117697;0;0;0;0;0;0;2;FALSO;0
216;10;27768888;0;0;0;0;0;0;0;FALSO;0
217;10;28084234;0;0;0;0;0;0;1;FALSO;0
218;10;28168675;0;0;0;0;0;0;0;FALSO;0
219;10;28120940;0;0;0;0;0;0;0;FALSO;0
220;10;28202634;0;0;0;0;0;0;0;FALSO;0
221;10;27967500;0;0;0;0;0;0;0;FALSO;0
222;10;27296237;0;0;0;0;0;0;0;FALSO;0
223;10;28237127;0;0;0;0;0;0;0;FALSO;0
224;10;28254816;0;0;0;0;0;0;0;FALSO;0
225;10;27982689;0;0;0;0;0;0;1;FALSO;0
226;10;28265413;0;0;0;0;0;0;0;FALSO;0
227;10;28235823;0;0;0;0;0;0;0;FALSO;0
228;10;28052674;0;0;0;0;0;0;0;FALSO;0
229;10;28243671;0;0;0;0;0;0;0;FALSO;0
230;10;28149254;0;0;0;0;0;0;0;FALSO;0
231;10;28270361;0;0;0;0;0;0;1;FALSO;0
232;10;27918531;0;0;0;0;0;0;1;FALSO;0
233;10;28083400;0;0;0;0;0;0;0;FALSO;0
234;10;27974082;0;0;0;0;0;0;0;FALSO;0
235;10;27870651;0;0;0;0;0;0;0;FALSO;0
236;10;28264199;0;0;0;0;0;0;1;FALSO;0
237;10;28251172;0;0;0;0;0;0;1;FALSO;0
238;10;27370550;0;0;0;0;0;0;0;FALSO;0
239;10;27589413;0;0;0;0;0;0;3;FALSO;0
240;10;27979816;0;0;0;0;0;0;0;FALSO;0
241;10;27793842;0;0;0;0;0;0;1;FALSO;0
242;10;27674614;0;0;0;0;0;0;0;FALSO;0
243;10;27637762;0;0;0;0;0;0;1;FALSO;0
244;10;28071217;0;0;0;0;0;0;2;FALSO;0
245;10;28292373;0;0;0;0;0;0;0;FALSO;0
246;10;27929837;0;0;0;0;0;0;0;FALSO;0
247;10;28267238;0;0;0;0;0;0;0;FALSO;0
248;10;27728848;0;0;0;0;0;0;0;FALSO;0
249;10;27730503;0;0;0;0;0;0;2;FALSO;0
250;10;27986827;0;0;0;0;0;0;0;FALSO;0
251;10;28027898;0;0;0;0;0;0;2;FALSO;0
252;10;27178861;0;0;0;0;0;0;1;FALSO;0
253;10;28395152;0;0;0;0;0;0;0;FALSO;0
254;10;28280677;0;0;0;0;0;0;0;FALSO;0
255;10;28231675;0;0;0;0;0;0;0;FALSO;0
256;10;27896721;0;0;0;0;0;0;2;FALSO;0
257;10;28063755;0;0;0;0;0;0;0;FALSO;0
258;10;28297988;0;0;0;0;0;0;0;FALSO;0
259;10;28120131;0;0;0;0;0;0;1;FALSO;0
260;10;28162206;0;0;0;0;0;0;0;FALSO;0
261;10;28237593;0;0;0;0;0;0;0;FALSO;0
262;10;28051872;0;0;0;0;0;0;0;FALSO;0
263;10;28277370;0;0;0;0;0;0;0;FALSO;0
264;10;28273448;0;0;0;0;0;0;2;FALSO;0
265;10;28191508;0;0;0;0;0;0;1;FALSO;0
266;10;28208904;0;0;0;0;0;0;0;FALSO;0
267;10;27574583;0;0;0;0;0;0;0;FALSO;0
268;10;27702824;0;0;0;0;0;0;4;FALSO;0
269;10;28114330;0;0;0;0;0;0;0;FALSO;0
270;10;28077863;0;0;0;0;0;0;0;FALSO;0
271;10;28269426;0;0;0;0;0;0;0;FALSO;0
272;10;28270256;0;0;0;0;0;0;0;FALSO;0
273;10;28225513;0;0;0;0;0;0;0;FALSO;0
274;10;28246078;0;0;0;0;0;0;1;FALSO;0
275;10;28152880;0;0;0;0;0;0;0;FALSO;0
276;10;28067279;0;0;0;0;0;0;2;FALSO;0
277;10;28275310;0;0;0;0;0;0;0;FALSO;0
278;10;28106195;0;0;0;0;0;0;0;FALSO;0
279;10;28119786;0;0;0;0;0;0;0;FALSO;0
280;10;28069079;0;0;0;0;0;0;0;FALSO;0
281;10;28275568;0;0;0;0;0;0;1;FALSO;0
282;10;28117765;0;0;0;0;0;0;0;FALSO;0
283;10;27933004;0;0;0;0;0;0;0;FALSO;0
284;10;27721335;0;0;0;0;0;0;4;FALSO;0
285;10;28153366;0;0;0;0;0;0;0;FALSO;0
286;10;28289961;0;0;0;0;0;0;0;FALSO;0
287;10;28199808;0;0;0;0;0;0;0;FALSO;0
288;10;27977843;0;0;0;0;0;0;3;FALSO;0
289;10;28190368;0;0;0;0;0;0;0;FALSO;0
290;10;28308217;0;0;0;0;0;0;0;FALSO;0
291;10;28155681;0;0;0;0;0;0;1;FALSO;0
292;10;28089852;0;0;0;0;0;0;3;FALSO;0
293;10;28250826;0;0;0;0;0;0;0;FALSO;0
294;10;28076064;0;0;0;0;0;0;2;FALSO;0
295;10;28186003;0;0;0;0;0;0;0;FALSO;0
296;10;27891656;0;0;0;0;0;0;0;FALSO;0
297;10;28392770;0;0;0;0;0;0;0;FALSO;0
298;10;28247379;0;0;0;0;0;0;0;FALSO;0
299;10;28102461;0;0;0;0;0;0;1;FALSO;0
300;10;28159889;0;0;0;0;0;0;0;FALSO;0
301;10;28219777;0;0;0;0;0;0;1;FALSO;0
302;10;28096401;0;0;0;0;0;0;0;FALSO;0
303;10;28273480;0;0;0;0;0;0;1;FALSO;0
304;10;28092181;0;0;0;0;0;0;1;FALSO;0
305;10;27973338;0;0;0;0;0;0;1;FALSO;0
306;10;28320133;0;0;0;0;0;0;1;FALSO;0
307;10;27868991;0;0;0;0;0;0;0;FALSO;0
308;10;28283703;0;0;0;0;0;0;0;FALSO;0
309;10;28124124;0;0;0;0;0;0;1;FALSO;0
310;10;28200027;0;0;0;0;0;0;0;FALSO;0
311;10;28223273;0;0;0;0;0;0;0;FALSO;0
312;10;28141378;0;0;0;0;0;0;0;FALSO;0
313;10;27997246;0;0;0;0;0;0;0;FALSO;0
314;10;28350595;0;0;0;0;0;0;0;FALSO;0
315;10;28244959;0;0;0;0;0;0;0;FALSO;0
316;10;27896219;0;0;0;0;0;0;0;FALSO;0
317;10;28198460;0;0;0;0;0;0;0;FALSO;0
318;10;28221070;0;0;0;0;0;0;0;FALSO;0
319;10;27885280;0;0;0;0;0;0;1;FALSO;0
320;10;28058555;0;0;0;0;0;0;2;FALSO;0
321;10;27689090;0;0;0;0;0;0;3;FALSO;0
322;10;28371914;0;0;0;0;0;0;0;FALSO;0
323;10;28286434;0;0;0;0;0;0;2;FALSO;0
324;10;27851484;0;0;0;0;0;0;0;FALSO;0
325;10;27864606;0;0;0;0;0;0;0;FALSO;0
326;10;27987650;0;0;0;0;0;0;1;FALSO;0
327;10;27984878;0;0;0;0;0;0;0;FALSO;0
328;10;28164144;0;0;0;0;0;0;2;FALSO;0
329;10;27655681;0;0;0;0;0;0;0;FALSO;0
330;10;28171212;0;0;0;0;0;0;0;FALSO;0
331;10;28072295;0;0;0;0;0;0;2;FALSO;0
332;10;28288051;0;0;0;0;0;0;1;FALSO;0
333;10;27764560;0;0;0;0;0;0;0;FALSO;0
334;10;27842226;0;0;0;0;0;0;0;FALSO;0
335;10;27801184;0;0;0;0;0;0;0;FALSO;0
336;10;27615332;0;0;0;0;0;0;0;FALSO;0
337;10;28116110;0;0;0;0;0;0;0;FALSO;0
338;10;27930708;0;0;0;0;0;0;0;FALSO;0
339;10;27995424;0;0;0;0;0;0;0;FALSO;0
340;10;28123203;0;0;0;0;0;0;0;FALSO;0
341;10;28159277;0;0;0;0;0;0;2;FALSO;0
342;10;28139911;0;0;0;0;0;0;0;FALSO;0
343;10;28056242;0;0;0;0;0;0;0;FALSO;0
344;10;28218044;0;0;0;0;0;0;1;FALSO;0
345;10;28383359;0;0;0;0;0;0;0;FALSO;0
346;10;28056167;0;0;0;0;0;0;3;FALSO;0
347;10;28084860;0;0;0;0;0;0;2;FALSO;0
348;10;28203584;0;0;0;0;0;0;0;FALSO;0
349;10;28358981;0;0;0;0;0;0;0;FALSO;0
350;10;28006271;0;0;0;0;0;0;1;FALSO;0
351;10;27635284;0;0;0;0;0;0;2;FALSO;0
352;10;27948323;0;0;0;0;0;0;2;FALSO;0
353;10;28204691;0;0;0;0;0;0;0;FALSO;0
354;10;27928755;0;0;0;0;0;0;0;FALSO;0
355;10;28183228;0;0;0;0;0;0;0;FALSO;0
356;10;28279339;0;0;0;0;0;0;2;FALSO;0
357;10;28187532;0;0;0;0;0;0;0;FALSO;0
358;10;27931323;0;0;0;0;0;0;3;FALSO;0
359;10;27988665;0;0;0;0;0;0;2;FALSO;0
360;10;28231841;0;0;0;0;0;0;0;FALSO;0
361;10;28031946;0;0;0;0;0;0;0;FALSO;0
362;10;27880462;0;0;1;0;0;0;0;FALSO;0
363;10;28216221;0;0;0;0;0;0;0;FALSO;0
364;10;27908138;0;0;0;0;0;0;0;FALSO;0
365;10;28222990;0;0;0;0;0;0;0;FALSO;0
366;10;28170728;0;0;0;0;0;0;1;FALSO;0
367;10;27995892;0;0;0;0;0;0;0;FALSO;0
368;10;28049949;0;0;0;0;0;0;0;FALSO;0
369;10;28312545;0;0;0;0;0;0;0;FALSO;0
370;10;27194892;0;0;0;0;0;0;6;FALSO;0
371;10;28203817;0;0;0;0;0;0;0;FALSO;0
372;10;28058113;0;0;0;0;0;0;0;FALSO;0
373;10;27941354;0;0;0;0;0;0;2;FALSO;0
374;10;28243056;0;0;0;0;0;0;0;FALSO;0
375;10;27895069;0;0;0;0;0;0;0;FALSO;0
376;10;27994259;0;0;0;0;0;0;3;FALSO;0
377;10;27939753;0;0;0;0;0;0;1;FALSO;0
378;10;27956723;0;0;0;0;0;0;3;FALSO;0
379;10;28337719;0;0;0;0;0;0;0;FALSO;0
380;10;27925343;0;0;0;0;0;0;0;FALSO;0
381;10;28187843;0;0;0;0;0;0;2;FALSO;0
382;10;28255092;0;0;0;0;0;0;0;FALSO;0
383;10;27917527;0;0;0;0;0;0;0;FALSO;0
384;10;28130934;0;0;0;0;0;0;0;FALSO;0
385;10;27844572;0;0;0;0;0;0;0;FALSO;0
386;10;28127364;0;0;0;0;0;0;0;FALSO;0
387;10;27657536;0;0;0;0;0;0;0;FALSO;0
388;10;28008150;0;0;0;0;0;0;0;FALSO;0
389;10;27989088;0;0;0;0;0;0;2;FALSO;0
390;10;28285351;0;0;0;0;0;0;1;FALSO;0
391;10;28335046;0;0;0;0;0;0;0;FALSO;0
392;10;27867326;0;0;0;0;0;0;0;FALSO;0
393;10;28276525;0;0;0;0;0;0;0;FALSO;0
394;10;28011998;0;0;0;0;0;0;0;FALSO;0
395;10;28089035;0;0;0;0;0;0;0;FALSO;0
396;10;28155154;0;0;0;0;0;0;0;FALSO;0
397;10;28034010;0;0;0;0;0;0;0;FALSO;0
398;10;28328387;0;0;0;0;0;0;0;FALSO;0
399;10;28208900;0;0;0;0;0;0;0;FALSO;0
400;10;28107009;0;0;0;0;0;0;0;FALSO;0
401;10;28266215;0;0;0;0;0;0;0;FALSO;0
402;10;27928155;0;0;0;0;0;0;0;FALSO;0
403;10;28073010;0;0;0;0;0;0;0;FALSO;0
404;10;28287638;0;0;0;0;0;0;1;FALSO;0
405;10;28135846;0;0;0;0;0;0;0;FALSO;0
406;10;28033843;0;0;0;0;0;0;2;FALSO;0
407;10;28269713;0;0;0;0;0;0;2;FALSO;0
408;10;27950457;0;0;0;0;0;0;0;FALSO;0
409;10;28017360;0;0;0;0;0;0;0;FALSO;0
410;10;27916658;0;0;0;0;0;0;0;FALSO;0
411;10;28122408;0;0;0;0;0;0;0;FALSO;0
412;10;27951048;0;0;0;0;0;0;0;FALSO;0
413;10;28338840;0;0;0;0;0;0;0;FALSO;0
414;10;28295621;0;0;0;0;0;0;0;FALSO;0
415;10;28134452;0;0;0;0;0;0;0;FALSO;0
416;10;28285229;0;0;0;0;0;0;2;FALSO;0
417;10;28302579;0;0;0;0;0;0;0;FALSO;0
418;10;27779487;0;0;0;0;0;0;0;FALSO;0
419;10;27888595;0;0;0;0;0;0;0;FALSO;0
420;10;27924748;0;0;0;0;0;0;2;FALSO;0
421;10;28129608;0;0;0;0;0;0;1;FALSO;0
422;10;28114848;0;0;0;0;0;0;0;FALSO;0
423;10;28064081;0;0;0;0;0;0;2;FALSO;0
424;10;27791710;0;0;0;0;0;0;0;FALSO;0
425;10;27887877;0;0;0;0;0;0;0;FALSO;0
426;10;27645332;0;0;0;0;0;0;0;FALSO;0
427;10;28051276;0;0;0;0;0;0;0;FALSO;0
428;10;28012176;0;0;0;0;0;0;0;FALSO;0
429;10;28310317;0;0;0;0;0;0;0;FALSO;0
430;10;28045991;0;0;0;0;0;0;1;FALSO;0
431;10;28174887;0;0;0;0;0;0;0;FALSO;0
432;10;27995588;0;0;0;0;0;0;2;FALSO;0
433;10;27988099;0;0;0;0;0;0;2;FALSO;0
434;10;28279403;0;0;0;0;0;0;0;FALSO;0
435;10;28403289;0;0;0;0;0;0;2;FALSO;0
436;10;28289296;0;0;0;0;0;0;0;FALSO;0
437;10;28129527;0;0;0;0;0;0;2;FALSO;0
438;10;28176130;0;0;0;0;0;0;0;FALSO;0
439;10;27985722;0;0;0;0;0;0;1;FALSO;0
440;10;28261631;0;0;0;0;0;0;0;FALSO;0
441;10;28140518;0;0;0;0;0;0;3;FALSO;0
442;10;28054206;0;0;0;0;0;0;3;FALSO;0
443;10;28140694;0;0;0;0;0;0;0;FALSO;0
444;10;27843021;0;0;0;0;0;0;0;FALSO;0
445;10;28191726;0;0;0;0;0;0;0;FALSO;0
446;10;27880921;0;0;0;0;0;0;0;FALSO;0
447;10;28122643;0;0;0;0;0;0;0;FALSO;0
448;10;27958748;0;0;0;0;0;0;0;FALSO;0
449;10;27934273;0;0;0;0;0;0;0;FALSO;0
450;10;27922757;0;0;0;0;0;0;0;FALSO;0
451;10;28123866;0;0;0;0;0;0;2;FALSO;0
452;10;28166183;0;0;0;0;0;0;0;FALSO;0
453;10;28060933;0;0;0;0;0;0;0;FALSO;0
454;10;28121204;0;0;0;0;0;0;2;FALSO;0
455;10;28206031;0;0;0;0;0;0;0;FALSO;0
456;10;27582989;0;0;0;0;0;0;1;FALSO;0
457;10;28011267;0;0;0;0;0;0;0;FALSO;0
458;10;28258385;0;0;0;0;0;0;0;FALSO;0
459;10;27712477;0;0;0;0;0;0;1;FALSO;0
460;10;28061882;0;0;0;0;0;0;0;FALSO;0
461;10;28357215;0;0;0;0;0;0;0;FALSO;0
462;10;27998092;0;0;0;0;0;0;0;FALSO;0
463;10;28227688;0;0;0;0;0;0;0;FALSO;0
464;10;27937840;0;0;0;0;0;0;0;FALSO;0
465;10;28187291;0;0;0;0;0;0;1;FALSO;0
466;10;27636143;0;0;0;0;0;0;3;FALSO;0
467;10;28301437;0;0;0;0;0;0;0;FALSO;0
468;10;27777990;0;0;0;0;0;0;0;FALSO;0
