RESUMO DOS RESULTADOS;;;;;;;;
;;;;;;;;
Estatística de regressão;;;;;;;;
R múltiplo;0,810222469;;;;;;;
R-Quadrado;0,656460449;;;;;;;
R-quadrado ajustado;0,656306476;;;;;;;
Erro padrão;0,375670751;;;;;;;
Observações;13394;;;;;;;
;;;;;;;;
ANOVA;;;;;;;;
;gl;SQ;MQ;F;F de significação;;;
Regressão;6;3610,18826;601,6980433;4263,476113;0;;;
Resíduo;13387;1889,287401;0,141128513;;;;;
Total;13393;5499,475661;;;;;;
;;;;;;;;
;Coeficientes;Erro padrão;Stat t;valor-P;95% inferiores;95% superiores;Inferior 95,0%;Superior 95,0%
Interseção;9,859622356;0,003430022;2874,506619;0,00%;9,852899028;9,866345685;9,852899028;9,866345685
Flag Atraso Cliente5_soma;-0,062604937;0,007846827;-7,978376596;0,00%;-0,077985825;-0,047224049;-0,077985825;-0,047224049
[FLAG] Pratica_indevida_soma;-5,757122673;0,08896077;-64,71529748;0,00%;-5,931498343;-5,582747002;-5,931498343;-5,582747002
[FLAG] Sac_pos_entrega_soma;-0,435730615;0,028011245;-15,55556017;0,00%;-0,490636611;-0,380824618;-0,490636611;-0,380824618
[FLAG] Reversa_soma;-3,256336459;0,047674276;-68,30384745;0,00%;-3,349784772;-3,162888147;-3,349784772;-3,162888147
[FLAG] Recompra_soma;-1,925591311;0,0252804;-76,1693359;0,00%;-1,975144465;-1,876038156;-1,975144465;-1,876038156
[FLAG] Insucesso_soma;-0,018849438;0,009593672;-1,964778317;4,95%;-0,037654389;-4,44869E-05;-0,037654389;-4,44869E-05
;;;;;;;;
;;;;;;;;
;;;;;;;;
RESULTADOS DE RESÍDUOS;;;;;;;;
;;;;;;;;
3227;9,859622356;0,140377644;0,373755738;;;;;
3228;9,859622356;0,140377644;0,373755738;;;;;
3229;9,859622356;0,140377644;0,373755738;;;;;
3230;9,859622356;0,140377644;0,373755738;;;;;
3231;9,859622356;0,140377644;0,373755738;;;;;
3232;9,859622356;0,140377644;0,373755738;;;;;
3233;9,859622356;0,140377644;0,373755738;;;;;
3234;9,859622356;0,140377644;0,373755738;;;;;
3235;9,859622356;0,140377644;0,373755738;;;;;
3236;9,859622356;0,140377644;0,373755738;;;;;
3237;9,859622356;0,140377644;0,373755738;;;;;
3238;9,859622356;0,140377644;0,373755738;;;;;
3239;9,859622356;0,140377644;0,373755738;;;;;
3240;9,859622356;0,140377644;0,373755738;;;;;
3241;9,859622356;0,140377644;0,373755738;;;;;
3242;9,859622356;0,140377644;0,373755738;;;;;
3243;9,859622356;0,140377644;0,373755738;;;;;
3244;9,859622356;0,140377644;0,373755738;;;;;
3245;9,859622356;0,140377644;0,373755738;;;;;
3246;9,859622356;0,140377644;0,373755738;;;;;
3247;9,859622356;0,140377644;0,373755738;;;;;
3248;9,859622356;0,140377644;0,373755738;;;;;
3249;9,859622356;0,140377644;0,373755738;;;;;
3250;9,859622356;0,140377644;0,373755738;;;;;
3251;9,859622356;0,140377644;0,373755738;;;;;
3252;9,859622356;0,140377644;0,373755738;;;;;
3253;9,859622356;0,140377644;0,373755738;;;;;
3254;9,859622356;0,140377644;0,373755738;;;;;
3255;9,859622356;0,140377644;0,373755738;;;;;
3256;9,859622356;0,140377644;0,373755738;;;;;
3257;9,859622356;0,140377644;0,373755738;;;;;
3258;9,859622356;0,140377644;0,373755738;;;;;
3259;9,859622356;0,140377644;0,373755738;;;;;
3260;9,859622356;0,140377644;0,373755738;;;;;
3261;9,859622356;0,140377644;0,373755738;;;;;
3262;9,859622356;0,140377644;0,373755738;;;;;
3263;9,859622356;0,140377644;0,373755738;;;;;
3264;9,859622356;0,140377644;0,373755738;;;;;
3265;9,859622356;0,140377644;0,373755738;;;;;
3266;9,859622356;0,140377644;0,373755738;;;;;
3267;9,859622356;0,140377644;0,373755738;;;;;
3268;9,859622356;0,140377644;0,373755738;;;;;
3269;9,859622356;0,140377644;0,373755738;;;;;
3270;9,859622356;0,140377644;0,373755738;;;;;
3271;9,859622356;0,140377644;0,373755738;;;;;
3272;9,859622356;0,140377644;0,373755738;;;;;
3273;9,859622356;0,140377644;0,373755738;;;;;
3274;9,859622356;0,140377644;0,373755738;;;;;
3275;9,859622356;0,140377644;0,373755738;;;;;
3276;9,859622356;0,140377644;0,373755738;;;;;
3277;9,859622356;0,140377644;0,373755738;;;;;
3278;9,859622356;0,140377644;0,373755738;;;;;
3279;9,859622356;0,140377644;0,373755738;;;;;
3280;9,859622356;0,140377644;0,373755738;;;;;
3281;9,859622356;0,140377644;0,373755738;;;;;
3282;9,859622356;0,140377644;0,373755738;;;;;
3283;9,859622356;0,140377644;0,373755738;;;;;
3284;9,859622356;0,140377644;0,373755738;;;;;
3285;9,859622356;0,140377644;0,373755738;;;;;
3286;9,859622356;0,140377644;0,373755738;;;;;
3287;9,859622356;0,140377644;0,373755738;;;;;
3288;9,859622356;0,140377644;0,373755738;;;;;
3289;9,859622356;0,140377644;0,373755738;;;;;
3290;9,859622356;0,140377644;0,373755738;;;;;
3291;9,859622356;0,140377644;0,373755738;;;;;
3292;9,859622356;0,140377644;0,373755738;;;;;
3293;9,859622356;0,140377644;0,373755738;;;;;
3294;9,859622356;0,140377644;0,373755738;;;;;
3295;9,859622356;0,140377644;0,373755738;;;;;
3296;9,859622356;0,140377644;0,373755738;;;;;
3297;9,859622356;0,140377644;0,373755738;;;;;
3298;9,859622356;0,140377644;0,373755738;;;;;
3299;9,859622356;0,140377644;0,373755738;;;;;
3300;9,859622356;0,140377644;0,373755738;;;;;
3301;9,859622356;0,140377644;0,373755738;;;;;
3302;9,859622356;0,140377644;0,373755738;;;;;
3303;9,859622356;0,140377644;0,373755738;;;;;
3304;9,859622356;0,140377644;0,373755738;;;;;
3305;9,859622356;0,140377644;0,373755738;;;;;
3306;9,859622356;0,140377644;0,373755738;;;;;
3307;9,859622356;0,140377644;0,373755738;;;;;
3308;9,859622356;0,140377644;0,373755738;;;;;
3309;9,859622356;0,140377644;0,373755738;;;;;
3310;9,859622356;0,140377644;0,373755738;;;;;
3311;9,859622356;0,140377644;0,373755738;;;;;
3312;9,859622356;0,140377644;0,373755738;;;;;
3313;9,859622356;0,140377644;0,373755738;;;;;
3314;9,859622356;0,140377644;0,373755738;;;;;
3315;9,859622356;0,140377644;0,373755738;;;;;
3316;9,859622356;0,140377644;0,373755738;;;;;
3317;9,859622356;0,140377644;0,373755738;;;;;
3318;9,859622356;0,140377644;0,373755738;;;;;
3319;9,859622356;0,140377644;0,373755738;;;;;
3320;9,859622356;0,140377644;0,373755738;;;;;
3321;9,859622356;0,140377644;0,373755738;;;;;
3322;9,859622356;0,140377644;0,373755738;;;;;
3323;9,859622356;0,140377644;0,373755738;;;;;
3324;9,859622356;0,140377644;0,373755738;;;;;
3325;9,859622356;0,140377644;0,373755738;;;;;
3326;9,859622356;0,140377644;0,373755738;;;;;
3327;9,859622356;0,140377644;0,373755738;;;;;
3328;9,859622356;0,140377644;0,373755738;;;;;
3329;9,859622356;0,140377644;0,373755738;;;;;
3330;9,859622356;0,140377644;0,373755738;;;;;
3331;9,859622356;0,140377644;0,373755738;;;;;
3332;9,859622356;0,140377644;0,373755738;;;;;
3333;9,859622356;0,140377644;0,373755738;;;;;
3334;9,423891741;0,576108259;1,533889311;;;;;
3335;9,859622356;0,140377644;0,373755738;;;;;
3336;9,859622356;0,140377644;0,373755738;;;;;
3337;9,859622356;0,140377644;0,373755738;;;;;
3338;9,859622356;0,140377644;0,373755738;;;;;
3339;9,859622356;0,140377644;0,373755738;;;;;
3340;9,859622356;0,140377644;0,373755738;;;;;
3341;9,859622356;0,140377644;0,373755738;;;;;
3342;9,859622356;0,140377644;0,373755738;;;;;
3343;9,859622356;0,140377644;0,373755738;;;;;
3344;9,859622356;0,140377644;0,373755738;;;;;
3345;9,859622356;0,140377644;0,373755738;;;;;
3346;9,859622356;0,140377644;0,373755738;;;;;
3347;9,859622356;0,140377644;0,373755738;;;;;
3348;9,859622356;0,140377644;0,373755738;;;;;
3349;9,859622356;0,140377644;0,373755738;;;;;
3350;9,859622356;0,140377644;0,373755738;;;;;
3351;9,859622356;0,140377644;0,373755738;;;;;
3352;9,859622356;0,140377644;0,373755738;;;;;
3353;9,859622356;0,140377644;0,373755738;;;;;
3354;9,859622356;0,140377644;0,373755738;;;;;
3355;9,859622356;0,140377644;0,373755738;;;;;
3356;9,859622356;0,140377644;0,373755738;;;;;
3357;9,859622356;0,140377644;0,373755738;;;;;
3358;9,859622356;0,140377644;0,373755738;;;;;
3359;9,859622356;0,140377644;0,373755738;;;;;
3360;9,859622356;0,140377644;0,373755738;;;;;
3361;9,859622356;0,140377644;0,373755738;;;;;
3362;9,859622356;0,140377644;0,373755738;;;;;
3363;9,859622356;0,140377644;0,373755738;;;;;
3364;9,859622356;0,140377644;0,373755738;;;;;
3365;9,859622356;0,140377644;0,373755738;;;;;
3366;9,859622356;0,140377644;0,373755738;;;;;
3367;9,859622356;0,140377644;0,373755738;;;;;
3368;9,859622356;0,140377644;0,373755738;;;;;
3369;9,859622356;0,140377644;0,373755738;;;;;
3370;9,859622356;0,140377644;0,373755738;;;;;
3371;9,859622356;0,140377644;0,373755738;;;;;
3372;9,859622356;0,140377644;0,373755738;;;;;
3373;9,859622356;0,140377644;0,373755738;;;;;
3374;9,859622356;0,140377644;0,373755738;;;;;
3375;9,859622356;0,140377644;0,373755738;;;;;
3376;9,859622356;0,140377644;0,373755738;;;;;
3377;9,859622356;0,140377644;0,373755738;;;;;
3378;9,859622356;0,140377644;0,373755738;;;;;
3379;9,859622356;0,140377644;0,373755738;;;;;
3380;9,859622356;0,140377644;0,373755738;;;;;
3381;9,859622356;0,140377644;0,373755738;;;;;
3382;9,859622356;0,140377644;0,373755738;;;;;
3383;9,859622356;0,140377644;0,373755738;;;;;
3384;9,859622356;0,140377644;0,373755738;;;;;
3385;9,859622356;0,140377644;0,373755738;;;;;
3386;9,859622356;0,140377644;0,373755738;;;;;
3387;9,859622356;0,140377644;0,373755738;;;;;
3388;9,859622356;0,140377644;0,373755738;;;;;
3389;9,859622356;0,140377644;0,373755738;;;;;
3390;9,859622356;0,140377644;0,373755738;;;;;
3391;9,859622356;0,140377644;0,373755738;;;;;
3392;9,859622356;0,140377644;0,373755738;;;;;
3393;9,859622356;0,140377644;0,373755738;;;;;
3394;9,859622356;0,140377644;0,373755738;;;;;
3395;9,859622356;0,140377644;0,373755738;;;;;
3396;9,859622356;0,140377644;0,373755738;;;;;
3397;9,859622356;0,140377644;0,373755738;;;;;
3398;9,859622356;0,140377644;0,373755738;;;;;
3399;9,859622356;0,140377644;0,373755738;;;;;
3400;9,859622356;0,140377644;0,373755738;;;;;
3401;9,859622356;0,140377644;0,373755738;;;;;
3402;9,859622356;0,140377644;0,373755738;;;;;
3403;9,859622356;0,140377644;0,373755738;;;;;
3404;9,859622356;0,140377644;0,373755738;;;;;
3405;9,859622356;0,140377644;0,373755738;;;;;
3406;9,859622356;0,140377644;0,373755738;;;;;
3407;9,859622356;0,140377644;0,373755738;;;;;
3408;9,859622356;0,140377644;0,373755738;;;;;
3409;9,859622356;0,140377644;0,373755738;;;;;
3410;9,859622356;0,140377644;0,373755738;;;;;
3411;9,859622356;0,140377644;0,373755738;;;;;
3412;9,859622356;0,140377644;0,373755738;;;;;
3413;9,859622356;0,140377644;0,373755738;;;;;
3414;9,859622356;0,140377644;0,373755738;;;;;
3415;9,859622356;0,140377644;0,373755738;;;;;
3416;9,859622356;0,140377644;0,373755738;;;;;
3417;9,859622356;0,140377644;0,373755738;;;;;
3418;9,859622356;0,140377644;0,373755738;;;;;
3419;9,859622356;0,140377644;0,373755738;;;;;
3420;9,859622356;0,140377644;0,373755738;;;;;
3421;9,859622356;0,140377644;0,373755738;;;;;
3422;9,859622356;0,140377644;0,373755738;;;;;
3423;9,859622356;0,140377644;0,373755738;;;;;
3424;9,859622356;0,140377644;0,373755738;;;;;
3425;9,859622356;0,140377644;0,373755738;;;;;
3426;9,859622356;0,140377644;0,373755738;;;;;
3427;9,859622356;0,140377644;0,373755738;;;;;
3428;9,859622356;0,140377644;0,373755738;;;;;
3429;9,859622356;0,140377644;0,373755738;;;;;
3430;9,859622356;0,140377644;0,373755738;;;;;
3431;9,859622356;0,140377644;0,373755738;;;;;
3432;9,859622356;0,140377644;0,373755738;;;;;
3433;9,859622356;0,140377644;0,373755738;;;;;
3434;9,859622356;0,140377644;0,373755738;;;;;
3435;9,859622356;0,140377644;0,373755738;;;;;
3436;9,859622356;0,140377644;0,373755738;;;;;
3437;9,859622356;0,140377644;0,373755738;;;;;
3438;9,859622356;0,140377644;0,373755738;;;;;
3439;9,859622356;0,140377644;0,373755738;;;;;
3440;9,859622356;0,140377644;0,373755738;;;;;
3441;9,859622356;0,140377644;0,373755738;;;;;
3442;9,859622356;0,140377644;0,373755738;;;;;
3443;9,859622356;0,140377644;0,373755738;;;;;
3444;9,859622356;0,140377644;0,373755738;;;;;
3445;9,859622356;0,140377644;0,373755738;;;;;
3446;9,859622356;0,140377644;0,373755738;;;;;
3447;9,859622356;0,140377644;0,373755738;;;;;
3448;9,859622356;0,140377644;0,373755738;;;;;
3449;9,859622356;0,140377644;0,373755738;;;;;
3450;9,859622356;0,140377644;0,373755738;;;;;
3451;9,859622356;0,140377644;0,373755738;;;;;
3452;9,859622356;0,140377644;0,373755738;;;;;
3453;9,859622356;0,140377644;0,373755738;;;;;
3454;9,859622356;0,140377644;0,373755738;;;;;
3455;9,859622356;0,140377644;0,373755738;;;;;
3456;9,859622356;0,140377644;0,373755738;;;;;
3457;9,859622356;0,140377644;0,373755738;;;;;
3458;9,859622356;0,140377644;0,373755738;;;;;
3459;9,859622356;0,140377644;0,373755738;;;;;
3460;9,859622356;0,140377644;0,373755738;;;;;
3461;9,859622356;0,140377644;0,373755738;;;;;
3462;9,859622356;0,140377644;0,373755738;;;;;
3463;9,859622356;0,140377644;0,373755738;;;;;
3464;9,859622356;0,140377644;0,373755738;;;;;
3465;9,859622356;0,140377644;0,373755738;;;;;
3466;9,859622356;0,140377644;0,373755738;;;;;
3467;9,859622356;0,140377644;0,373755738;;;;;
3468;9,859622356;0,140377644;0,373755738;;;;;
3469;9,859622356;0,140377644;0,373755738;;;;;
3470;9,859622356;0,140377644;0,373755738;;;;;
3471;9,859622356;0,140377644;0,373755738;;;;;
3472;9,859622356;0,140377644;0,373755738;;;;;
3473;9,859622356;0,140377644;0,373755738;;;;;
3474;9,859622356;0,140377644;0,373755738;;;;;
3475;9,859622356;0,140377644;0,373755738;;;;;
3476;9,859622356;0,140377644;0,373755738;;;;;
3477;9,859622356;0,140377644;0,373755738;;;;;
3478;9,859622356;0,140377644;0,373755738;;;;;
3479;9,859622356;0,140377644;0,373755738;;;;;
3480;9,859622356;0,140377644;0,373755738;;;;;
3481;9,859622356;0,140377644;0,373755738;;;;;
3482;9,859622356;0,140377644;0,373755738;;;;;
3483;9,859622356;0,140377644;0,373755738;;;;;
3484;9,859622356;0,140377644;0,373755738;;;;;
3485;9,859622356;0,140377644;0,373755738;;;;;
3486;9,859622356;0,140377644;0,373755738;;;;;
3487;9,423891741;0,576108259;1,533889311;;;;;
3488;9,859622356;0,140377644;0,373755738;;;;;
3489;9,859622356;0,140377644;0,373755738;;;;;
3490;9,859622356;0,140377644;0,373755738;;;;;
3491;9,859622356;0,140377644;0,373755738;;;;;
3492;9,859622356;0,140377644;0,373755738;;;;;
3493;9,859622356;0,140377644;0,373755738;;;;;
3494;9,859622356;0,140377644;0,373755738;;;;;
3495;9,859622356;0,140377644;0,373755738;;;;;
3496;9,859622356;0,140377644;0,373755738;;;;;
3497;9,859622356;0,140377644;0,373755738;;;;;
3498;9,859622356;0,140377644;0,373755738;;;;;
3499;9,859622356;0,140377644;0,373755738;;;;;
3500;9,859622356;0,140377644;0,373755738;;;;;
3501;9,859622356;0,140377644;0,373755738;;;;;
3502;9,859622356;0,140377644;0,373755738;;;;;
3503;9,859622356;0,140377644;0,373755738;;;;;
3504;9,859622356;0,140377644;0,373755738;;;;;
3505;9,859622356;0,140377644;0,373755738;;;;;
3506;9,859622356;0,140377644;0,373755738;;;;;
3507;9,859622356;0,140377644;0,373755738;;;;;
3508;9,859622356;0,140377644;0,373755738;;;;;
3509;9,859622356;0,140377644;0,373755738;;;;;
3510;9,859622356;0,140377644;0,373755738;;;;;
3511;9,859622356;0,140377644;0,373755738;;;;;
3512;9,859622356;0,140377644;0,373755738;;;;;
3513;9,859622356;0,140377644;0,373755738;;;;;
3514;9,859622356;0,140377644;0,373755738;;;;;
3515;9,859622356;0,140377644;0,373755738;;;;;
3516;9,859622356;0,140377644;0,373755738;;;;;
3517;9,859622356;0,140377644;0,373755738;;;;;
3518;9,859622356;0,140377644;0,373755738;;;;;
3519;9,859622356;0,140377644;0,373755738;;;;;
3520;9,859622356;0,140377644;0,373755738;;;;;
3521;9,859622356;0,140377644;0,373755738;;;;;
3522;9,859622356;0,140377644;0,373755738;;;;;
3523;9,859622356;0,140377644;0,373755738;;;;;
3524;9,859622356;0,140377644;0,373755738;;;;;
3525;9,859622356;0,140377644;0,373755738;;;;;
3526;9,859622356;0,140377644;0,373755738;;;;;
3527;9,859622356;0,140377644;0,373755738;;;;;
3528;9,859622356;0,140377644;0,373755738;;;;;
3529;9,859622356;0,140377644;0,373755738;;;;;
3530;9,859622356;0,140377644;0,373755738;;;;;
3531;9,859622356;0,140377644;0,373755738;;;;;
3532;9,859622356;0,140377644;0,373755738;;;;;
3533;9,859622356;0,140377644;0,373755738;;;;;
3534;9,859622356;0,140377644;0,373755738;;;;;
3535;9,859622356;0,140377644;0,373755738;;;;;
3536;9,859622356;0,140377644;0,373755738;;;;;
3537;9,859622356;0,140377644;0,373755738;;;;;
3538;9,859622356;0,140377644;0,373755738;;;;;
3539;9,859622356;0,140377644;0,373755738;;;;;
3540;9,859622356;0,140377644;0,373755738;;;;;
3541;9,859622356;0,140377644;0,373755738;;;;;
3542;9,859622356;0,140377644;0,373755738;;;;;
3543;9,859622356;0,140377644;0,373755738;;;;;
3544;9,859622356;0,140377644;0,373755738;;;;;
3545;9,859622356;0,140377644;0,373755738;;;;;
3546;9,859622356;0,140377644;0,373755738;;;;;
3547;9,859622356;0,140377644;0,373755738;;;;;
3548;9,859622356;0,140377644;0,373755738;;;;;
3549;9,859622356;0,140377644;0,373755738;;;;;
3550;9,859622356;0,140377644;0,373755738;;;;;
3551;9,859622356;0,140377644;0,373755738;;;;;
3552;9,859622356;0,140377644;0,373755738;;;;;
3553;9,859622356;0,140377644;0,373755738;;;;;
3554;9,859622356;0,140377644;0,373755738;;;;;
3555;9,859622356;0,140377644;0,373755738;;;;;
3556;9,859622356;0,140377644;0,373755738;;;;;
3557;9,859622356;0,140377644;0,373755738;;;;;
3558;9,859622356;0,140377644;0,373755738;;;;;
3559;9,859622356;0,140377644;0,373755738;;;;;
3560;9,859622356;0,140377644;0,373755738;;;;;
3561;9,859622356;0,140377644;0,373755738;;;;;
3562;9,859622356;0,140377644;0,373755738;;;;;
3563;9,859622356;0,140377644;0,373755738;;;;;
3564;9,859622356;0,140377644;0,373755738;;;;;
3565;9,859622356;0,140377644;0,373755738;;;;;
3566;9,859622356;0,140377644;0,373755738;;;;;
3567;9,859622356;0,140377644;0,373755738;;;;;
3568;9,859622356;0,140377644;0,373755738;;;;;
3569;9,859622356;0,140377644;0,373755738;;;;;
3570;9,859622356;0,140377644;0,373755738;;;;;
3571;9,859622356;0,140377644;0,373755738;;;;;
3572;9,859622356;0,140377644;0,373755738;;;;;
3573;9,859622356;0,140377644;0,373755738;;;;;
3574;9,859622356;0,140377644;0,373755738;;;;;
3575;9,859622356;0,140377644;0,373755738;;;;;
3576;9,859622356;0,140377644;0,373755738;;;;;
3577;9,859622356;0,140377644;0,373755738;;;;;
3578;9,859622356;0,140377644;0,373755738;;;;;
3579;9,859622356;0,140377644;0,373755738;;;;;
3580;9,859622356;0,140377644;0,373755738;;;;;
3581;9,859622356;0,140377644;0,373755738;;;;;
3582;9,859622356;0,140377644;0,373755738;;;;;
3583;9,859622356;0,140377644;0,373755738;;;;;
3584;9,423891741;0,576108259;1,533889311;;;;;
3585;9,859622356;0,140377644;0,373755738;;;;;
3586;9,859622356;0,140377644;0,373755738;;;;;
3587;9,859622356;0,140377644;0,373755738;;;;;
3588;9,859622356;0,140377644;0,373755738;;;;;
3589;9,859622356;0,140377644;0,373755738;;;;;
3590;9,859622356;0,140377644;0,373755738;;;;;
3591;9,859622356;0,140377644;0,373755738;;;;;
3592;9,859622356;0,140377644;0,373755738;;;;;
3593;9,859622356;0,140377644;0,373755738;;;;;
3594;9,859622356;0,140377644;0,373755738;;;;;
3595;9,859622356;0,140377644;0,373755738;;;;;
3596;9,859622356;0,140377644;0,373755738;;;;;
3597;9,859622356;0,140377644;0,373755738;;;;;
3598;9,859622356;0,140377644;0,373755738;;;;;
3599;9,859622356;0,140377644;0,373755738;;;;;
3600;9,859622356;0,140377644;0,373755738;;;;;
3601;9,859622356;0,140377644;0,373755738;;;;;
3602;9,859622356;0,140377644;0,373755738;;;;;
3603;9,859622356;0,140377644;0,373755738;;;;;
3604;9,859622356;0,140377644;0,373755738;;;;;
3605;9,859622356;0,140377644;0,373755738;;;;;
3606;9,859622356;0,140377644;0,373755738;;;;;
3607;9,859622356;0,140377644;0,373755738;;;;;
3608;9,859622356;0,140377644;0,373755738;;;;;
3609;9,859622356;0,140377644;0,373755738;;;;;
3610;9,859622356;0,140377644;0,373755738;;;;;
3611;9,859622356;0,140377644;0,373755738;;;;;
3612;9,859622356;0,140377644;0,373755738;;;;;
3613;9,859622356;0,140377644;0,373755738;;;;;
3614;9,859622356;0,140377644;0,373755738;;;;;
3615;9,859622356;0,140377644;0,373755738;;;;;
3616;9,859622356;0,140377644;0,373755738;;;;;
3617;9,859622356;0,140377644;0,373755738;;;;;
3618;9,859622356;0,140377644;0,373755738;;;;;
3619;9,859622356;0,140377644;0,373755738;;;;;
3620;9,859622356;0,140377644;0,373755738;;;;;
3621;9,859622356;0,140377644;0,373755738;;;;;
3622;9,859622356;0,140377644;0,373755738;;;;;
3623;9,859622356;0,140377644;0,373755738;;;;;
3624;9,859622356;0,140377644;0,373755738;;;;;
3625;9,859622356;0,140377644;0,373755738;;;;;
3626;9,859622356;0,140377644;0,373755738;;;;;
3627;9,859622356;0,140377644;0,373755738;;;;;
3628;9,859622356;0,140377644;0,373755738;;;;;
3629;9,859622356;0,140377644;0,373755738;;;;;
3630;9,859622356;0,140377644;0,373755738;;;;;
3631;9,859622356;0,140377644;0,373755738;;;;;
3632;9,859622356;0,140377644;0,373755738;;;;;
3633;9,859622356;0,140377644;0,373755738;;;;;
3634;9,859622356;0,140377644;0,373755738;;;;;
3635;9,859622356;0,140377644;0,373755738;;;;;
3636;9,859622356;0,140377644;0,373755738;;;;;
3637;9,859622356;0,140377644;0,373755738;;;;;
3638;9,859622356;0,140377644;0,373755738;;;;;
3639;9,859622356;0,140377644;0,373755738;;;;;
3640;9,859622356;0,140377644;0,373755738;;;;;
3641;9,859622356;0,140377644;0,373755738;;;;;
3642;9,859622356;0,140377644;0,373755738;;;;;
3643;9,859622356;0,140377644;0,373755738;;;;;
3644;9,859622356;0,140377644;0,373755738;;;;;
3645;9,859622356;0,140377644;0,373755738;;;;;
3646;9,859622356;0,140377644;0,373755738;;;;;
3647;9,859622356;0,140377644;0,373755738;;;;;
3648;9,859622356;0,140377644;0,373755738;;;;;
3649;9,859622356;0,140377644;0,373755738;;;;;
3650;9,859622356;0,140377644;0,373755738;;;;;
3651;9,859622356;0,140377644;0,373755738;;;;;
3652;9,859622356;0,140377644;0,373755738;;;;;
3653;9,859622356;0,140377644;0,373755738;;;;;
3654;9,859622356;0,140377644;0,373755738;;;;;
3655;9,859622356;0,140377644;0,373755738;;;;;
3656;9,859622356;0,140377644;0,373755738;;;;;
3657;9,859622356;0,140377644;0,373755738;;;;;
3658;9,859622356;0,140377644;0,373755738;;;;;
3659;9,859622356;0,140377644;0,373755738;;;;;
3660;9,859622356;0,140377644;0,373755738;;;;;
3661;9,859622356;0,140377644;0,373755738;;;;;
3662;9,859622356;0,140377644;0,373755738;;;;;
3663;9,859622356;0,140377644;0,373755738;;;;;
3664;9,859622356;0,140377644;0,373755738;;;;;
3665;9,859622356;0,140377644;0,373755738;;;;;
3666;9,859622356;0,140377644;0,373755738;;;;;
3667;9,859622356;0,140377644;0,373755738;;;;;
3668;9,859622356;0,140377644;0,373755738;;;;;
3669;9,859622356;0,140377644;0,373755738;;;;;
3670;9,859622356;0,140377644;0,373755738;;;;;
3671;9,859622356;0,140377644;0,373755738;;;;;
3672;9,859622356;0,140377644;0,373755738;;;;;
3673;9,859622356;0,140377644;0,373755738;;;;;
3674;9,859622356;0,140377644;0,373755738;;;;;
3675;9,859622356;0,140377644;0,373755738;;;;;
3676;9,859622356;0,140377644;0,373755738;;;;;
3677;9,859622356;0,140377644;0,373755738;;;;;
3678;9,859622356;0,140377644;0,373755738;;;;;
3679;9,859622356;0,140377644;0,373755738;;;;;
3680;9,859622356;0,140377644;0,373755738;;;;;
3681;9,859622356;0,140377644;0,373755738;;;;;
3682;9,859622356;0,140377644;0,373755738;;;;;
3683;9,859622356;0,140377644;0,373755738;;;;;
3684;9,859622356;0,140377644;0,373755738;;;;;
3685;9,859622356;0,140377644;0,373755738;;;;;
3686;9,859622356;0,140377644;0,373755738;;;;;
3687;9,859622356;0,140377644;0,373755738;;;;;
3688;9,859622356;0,140377644;0,373755738;;;;;
3689;9,859622356;0,140377644;0,373755738;;;;;
3690;9,859622356;0,140377644;0,373755738;;;;;
3691;9,859622356;0,140377644;0,373755738;;;;;
3692;9,859622356;0,140377644;0,373755738;;;;;
3693;9,859622356;0,140377644;0,373755738;;;;;
3694;9,859622356;0,140377644;0,373755738;;;;;
3695;9,859622356;0,140377644;0,373755738;;;;;
3696;9,859622356;0,140377644;0,373755738;;;;;
3697;9,859622356;0,140377644;0,373755738;;;;;
3698;9,859622356;0,140377644;0,373755738;;;;;
3699;9,859622356;0,140377644;0,373755738;;;;;
3700;9,859622356;0,140377644;0,373755738;;;;;
3701;9,859622356;0,140377644;0,373755738;;;;;
3702;9,859622356;0,140377644;0,373755738;;;;;
3703;9,859622356;0,140377644;0,373755738;;;;;
3704;9,859622356;0,140377644;0,373755738;;;;;
3705;9,859622356;0,140377644;0,373755738;;;;;
3706;9,859622356;0,140377644;0,373755738;;;;;
3707;9,859622356;0,140377644;0,373755738;;;;;
3708;9,859622356;0,140377644;0,373755738;;;;;
3709;9,859622356;0,140377644;0,373755738;;;;;
3710;9,859622356;0,140377644;0,373755738;;;;;
3711;9,859622356;0,140377644;0,373755738;;;;;
3712;9,859622356;0,140377644;0,373755738;;;;;
3713;9,859622356;0,140377644;0,373755738;;;;;
3714;9,859622356;0,140377644;0,373755738;;;;;
3715;9,859622356;0,140377644;0,373755738;;;;;
3716;9,859622356;0,140377644;0,373755738;;;;;
3717;9,859622356;0,140377644;0,373755738;;;;;
3718;9,859622356;0,140377644;0,373755738;;;;;
3719;9,859622356;0,140377644;0,373755738;;;;;
3720;9,859622356;0,140377644;0,373755738;;;;;
3721;9,859622356;0,140377644;0,373755738;;;;;
3722;9,859622356;0,140377644;0,373755738;;;;;
3723;9,859622356;0,140377644;0,373755738;;;;;
3724;9,859622356;0,140377644;0,373755738;;;;;
3725;9,859622356;0,140377644;0,373755738;;;;;
3726;9,859622356;0,140377644;0,373755738;;;;;
3727;9,859622356;0,140377644;0,373755738;;;;;
3728;9,859622356;0,140377644;0,373755738;;;;;
3729;9,859622356;0,140377644;0,373755738;;;;;
3730;9,859622356;0,140377644;0,373755738;;;;;
3731;9,859622356;0,140377644;0,373755738;;;;;
